financial_id,expedition_id,total_revenue,total_cost,profit_margin
875c04aa-2d33-46ce-a0c4-228100025766,1d636985-837f-44f2-bacd-f68e40834885,4094.76,2982.23,27.17
1d7f762c-bc2f-4e00-9335-8a81bfd12b82,6fdca910-505c-40eb-8e8c-15184be77592,5120.8,3330.09,34.97
363756ac-978e-4b71-892f-bff9b7378591,808dc2fb-5ce3-48a1-a699-c79d03434d59,12263.58,10451.25,14.78
217dec76-0a69-4049-b05c-2f83f26f1c2c,1d0c1281-3a4e-4b94-b69d-b15672d0472f,3367.21,2139.5,36.46
885783e3-0285-4526-a8ce-9a7c52b057ce,efc85fc4-918f-4622-b229-c650727a3f2c,7170.45,4849.92,32.36
9d8d5090-c1b2-43af-9006-abdeb464956d,98ef2641-b5a2-411a-90e9-ee4ec31b51b8,6496.03,2749.44,57.68
821c6f71-8cbd-4186-8eab-41432ffe85fb,2c2e45c5-cdbb-4eaa-bad6-b4980a72c90b,4375.81,2714.79,37.96
7d08dd9a-e6f6-4b6b-a519-1a8d7bc16460,490aa07e-f053-495f-ac05-96a84ad27349,1203.5,711.07,40.92
40d34cf8-b70a-4e12-b812-68d44dd2ba76,43d1a959-4cd2-4e4d-8d0f-9158516824c6,3046.26,1251.68,58.91
1e517e06-22d2-4680-8fc8-64e0ba168e80,5fb1ebe1-7312-45b7-bb1f-e8f5d95a0380,18173.74,10932.36,39.85
dc107d04-a6a5-4f12-bb2a-59a34cabd73b,33be8476-fc34-4e68-b541-b641a20bceeb,5434.58,3269.26,39.84
8e1b5236-93b4-42e5-8a74-1799fc0a33c9,3786ebde-4b1d-4c28-af92-a9cd72945dd2,8004.88,5364.82,32.98
5283ad27-05b1-41dd-ae5c-ebffc977385a,9c6e3ebb-f3da-4184-ba84-7609b19aba48,2066.93,2064.36,0.12
b47a9440-e9d0-409d-a65e-488c4f0ceb1e,4f1c7a7b-d815-46c0-a1cc-3e6d66632ec9,2126.78,1976.85,7.05
5d1ab3b3-5d09-409d-bd81-f4d4c5720514,a8e9f7ca-fb71-46f3-84a3-4fca6d0b2d1e,16375.53,6221.14,62.01
0fe63585-43a7-4863-bd3e-5a7844a3bf3b,d729221b-edc5-490d-9275-7632642ec20f,7190.56,6083.1,15.4
402fe875-9334-40ab-a5f9-2ad19d699c74,0d23aea0-410c-42f5-9a0c-6407624c84c8,3199.17,2403.84,24.86
d22cc27e-49cb-4acf-afef-021249c46d25,89bbd881-8b77-4ab8-916b-c4510fd0fa0d,6333.28,4558.35,28.03
d1c65ccd-7193-469f-bd5b-292ed889577a,c2f980b5-08c6-4789-9fb6-f6e0e4313938,10845.67,9146.88,15.66
c628722d-4616-45f7-9bef-633ed4212cbe,87652a31-c015-4405-b22c-1cb24933076e,5139.21,4424.12,13.91
113428d2-7284-4543-87a7-aeecfba656e0,9832d36d-8e50-4089-993a-bac984174ea4,9221.63,7942.65,13.87
ddb1508f-e274-45fa-8533-f8800344d1e8,145eb0b3-5139-4ed8-93f5-11bf36ab8c3d,8494.17,6042.36,28.86
3df7f7b5-9aac-4715-8ec7-675cd0061cf3,34a2fc59-9184-476c-9fe4-176a624fcbc5,9875.57,6584.79,33.32
926aaa4c-3778-463a-abba-34cadf7a025b,a735ea2b-34ea-4e3a-823f-9c5fd58939e8,24545.07,10652.14,56.6
5a9e01f8-f576-4c6a-b556-cc84b0dcc18f,ef649631-3736-4fef-8372-da69880fcea8,1495.93,716.77,52.09
802d6a1e-6b97-4368-86d3-40202c0d3c8b,1885887a-9e08-4c44-8870-dd8316865a46,11261.86,6405.95,43.12
78ad4226-61ca-4cdf-a01f-45067691da8f,14d47b38-c9a6-48a6-bf48-51b3a9197736,25668.22,9114.24,64.49
318a77de-a390-4147-ae9b-df4b6891db37,06f9990a-aef0-44c3-8d75-1324e962a6f3,5783.13,3825.13,33.86
e84572b4-7eb4-4ee9-9301-dff31ddb1e82,f28286d9-a06e-4dc9-9773-9ccdcb8f3f29,13967.29,4421.33,68.35
f806b214-d201-4af8-a6ba-89011bbf8216,23fe8139-5c5c-4e88-82d8-4f1f10d0f83c,5141.32,3002.2,41.61
8ebaa85e-884a-424e-94b1-70e9490e7e6f,6cb95c69-4646-4a3c-aec6-a2f1c6b730e6,12324.17,7082.35,42.53
ac42140f-2fc4-480f-b2d0-927ed313fb9b,c8a710d7-44d4-4bc4-8b83-ee3b27d7597b,11155.6,12552.99,-12.53
1481088c-7237-43fc-ae9d-fb0c1e580928,52a181c8-a33c-491d-a08c-18c0d90b9408,5770.59,6547.13,-13.46
0cb1bb80-7388-4c44-afab-ca545809434d,d4630f78-9344-4c4b-9ae3-4379c22f246d,4466.72,1422.07,68.16
0f4049e2-cd9b-4bad-b758-b5eb443b786f,bbcb4672-256c-4ac1-8017-8664f76e031d,8393.88,3244.09,61.35
a4c2b981-3bec-4aa4-a680-a261ab4dbda7,e66e3d35-499d-40be-b5f7-04b40199a970,7964.68,3709.95,53.42
dfffec29-970a-40e3-98b5-519ba05c5a09,5f41e4cb-a04a-4260-bb02-5ca629643de1,5257.54,1775.59,66.23
ca4eb295-d712-441a-bf94-01c66c808cac,d694657e-e341-462d-a1ce-6e1ba50dc70d,5537.82,5225.29,5.64
c3d77790-aace-4171-8125-cebb843324a6,00fd61ca-2d3e-4bd4-bcce-ccd2599dd6af,14663.64,5073.97,65.4
1eb1ae59-f271-415f-a39f-4655071b13f0,43c649d2-ad83-4967-89f1-1cd416076f55,18912.03,13872.73,26.65
817a533f-b364-41bc-8f2e-ca9475e5f700,bea8bbc8-8afb-46d5-830c-5fee0160bacc,4105.72,4190.39,-2.06
21629cc0-0ebe-4896-86ce-6c90aa3f1a1a,48dac2f0-ccb5-4460-98a7-d39205ac6ed1,14991.21,5528.07,63.12
f144c6f6-3fda-4231-9460-36e32ea73473,db287018-8621-464e-b457-8e9702ece8d9,2454.4,1508.51,38.54
b7232215-5b86-4aaf-8b2e-66e6624b2ce0,a813bb6a-74ce-4c5a-9fa6-aca35643edac,2681.45,2284.58,14.8
73af244f-2e56-41d3-acf3-22b8052fac3e,36645cd3-1bc9-4dba-88d7-5f34e4e683ba,6522.74,2928.92,55.1
b7b999a0-305e-4c3a-a23f-4b6728dc1f6e,addc0c13-b5d7-4e09-b578-287ee26ee198,4896.03,6195.1,-26.53
96d45725-0a65-41f7-bc2a-5ef617dd3743,d89ed00a-8b51-4a1b-aaa1-df4d9c4027d7,1371.8,775.07,43.5
576ab602-df07-4a1a-901e-b1f3ec116fdc,0d988871-fd43-42d8-bc35-bca2b7b2a828,9790.77,4106.28,58.06
4486f06a-8965-4350-af3d-d8d540d64090,e6677c12-bac3-441f-bbbc-396ad7b71c8b,12149.15,6712.07,44.75
e3c2b8fb-680c-4dca-b272-fd8a45e5bda2,f819c942-e6b1-47f5-88da-52e514c5cdba,25082.99,12121.33,51.68
ae2ee54a-ae83-4fd6-8d49-04be754a7f29,f17cfcab-1673-4d40-815f-c966774b5222,2237.06,1319.37,41.02
60ca0c86-8daa-484e-8c50-02ac0cd9a1c9,c869e089-1df9-410a-9fea-bed9521b519a,2525.33,2091.89,17.16
33acad63-fbae-410c-8e58-25fa31014d41,118ff058-b99d-4315-9630-e7c9260c5ada,12983.58,3738.3,71.21
9d060422-db5b-4671-b200-86572b68f5ba,6385601c-e9c3-420e-9e0a-e8318ff2165a,1116.08,608.0,45.52
325307a4-eca9-4a48-8d40-a88e9bd2a4e2,fe074a20-486e-49ca-b595-61aac008708a,6347.4,4761.82,24.98
ed75d44d-6aeb-46f6-8843-d4574135d69d,aed6229f-57ed-4f99-a943-049ef1ac1e79,10428.59,9670.43,7.27
bd63239d-3eef-4e59-83d6-8a10f496989f,957deaf9-8534-4a16-a5d0-ffb1041a83f5,2035.85,1841.41,9.55
4fb3bb40-a9a9-4500-a030-bd7311b089ad,47584d21-c942-4ad3-b93c-a88a206009d6,12977.11,4176.43,67.82
485db44f-bed8-4d8b-b318-6d842393f47c,7bfecae4-2b52-4c83-b9a8-dd1e4c0feba1,1508.81,734.88,51.29
de49b61c-448f-4aa0-aa3c-1d0426cab458,e4f8ffb4-427f-4acb-b05c-7a20ffdd92ed,26453.22,14988.87,43.34
27e05ef5-b91c-455c-ab84-bd93969b7acc,ee37e689-1509-4ad0-9fa9-4f9a9abc4190,12480.57,8582.47,31.23
445d9750-691c-4a1f-b6e3-4cd0b2650c82,50a715e6-fc3b-4bb6-9bd5-2eba6de8cd17,2381.34,1889.77,20.64
55d89b96-6c5e-4b0c-b40b-43f0878fe875,b2ca81f9-dec5-49e8-bbd0-189cac7539cf,2716.4,1061.76,60.91
8cab32c3-c211-4493-96f6-a5bd00044ddd,4a83bd33-5240-4ff8-9394-a6b4686120c9,3327.94,1729.24,48.04
17b2f4cd-802e-4c5a-8fca-f239faeee451,5cabd168-1c43-44aa-8703-fa0292e4c16e,7820.9,9656.41,-23.47
fa1d6b7b-8e05-47a1-b3d1-b58f6193cdc2,9d8e255c-4e64-4692-8211-3ee4fc6013e9,13895.11,6721.59,51.63
ae17dc7e-3279-4ab8-8d0e-99f3676da287,87501899-1e43-4581-bec1-617464325bdc,9343.73,5782.17,38.12
b6ee2cfc-59b7-4492-bd8d-22ee159f63e5,582ee582-c526-4675-a421-b1a67ca247d0,18151.97,5767.36,68.23
c9fd2fd1-91c4-445b-bde5-d8d78a004058,33da1a68-1d12-471b-bc75-6d5bcccf2dd8,2109.2,1429.46,32.23
98e295f6-6794-46d5-b667-38d9f920e57a,666234aa-be21-4f9c-9069-907cd86733f0,5686.36,6001.63,-5.54
0af81eb9-6c0f-4970-af1d-b751fdae697c,15c98ad3-4074-452e-80de-eb260f85b4b2,6487.0,5228.52,19.4
84f9a099-2dba-49e2-9ec9-fb979df7833c,c8b652b2-4755-4bcb-817d-07c16d0a49e9,12669.21,8420.81,33.53
a1fad26f-4b70-4e1b-ae06-6dff5b2fb4f5,edcb7bec-ed60-4e30-886b-a9da2aff091d,11502.37,9659.25,16.02
78960d0e-82a4-4053-acf7-9614a2f867b1,b324fe39-72fa-490b-be64-421cdef391a6,11380.15,3125.52,72.54
ea536ca7-ed6a-4b06-b800-2c38940b0be1,6b4d7e55-33d3-4bf8-81f5-55144a4f6106,2688.12,3276.98,-21.91
82bbc239-1e47-4d88-82f1-720d322e47c4,2f262112-8b03-4e25-8f72-e1d0b5d870e9,10056.61,4912.49,51.15
be8cbcd9-2d9d-4d46-97a8-10c3cad92f59,d6e2566e-ff58-47ce-87cc-57f7c2e98868,12025.98,7150.98,40.54
0eda849c-2976-4b04-b776-8b098bf1c5ac,475a38b9-2dad-4ada-bd12-21daa1bf78eb,8264.87,11120.5,-34.55
378343b6-f2b5-4d10-b42f-804054f339fc,f40047c5-7d81-4e6b-8942-a80da18bde7d,10693.14,10884.68,-1.79
c47552a6-104b-4cd0-a963-93f17f148f67,84f69b27-5ea5-4804-b833-561b54952183,3350.79,2534.04,24.37
7a88f7e1-2b22-4cec-b823-36bb37587631,2fd3f662-c0dc-46bf-acbe-e8c5cdd453e0,5230.68,4425.08,15.4
9f8951a4-223a-49c3-849d-743c94610b26,226d4065-1d9b-4ade-9dca-1d9ef50d4da6,10079.13,12421.77,-23.24
e551a7c0-7bfd-41a5-98ab-2db473cc8a2f,fed266a2-e9b2-46fd-8e98-cfd9a5be5f5a,3324.88,1608.5,51.62
eb78ef3d-c9a3-4ccc-8c2b-338ecba7ab54,3a466b27-7147-4ad5-b80a-160c039c27f6,2644.89,2018.25,23.69
c96712a1-8d81-49b7-bb5f-70cc5604e1f7,1a559cbd-587c-4080-93db-37814674a60f,9019.72,2525.56,72.0
21d15103-0eea-4292-99fc-22325250099f,8b2d5a04-6ffb-4d83-aae0-b334eefe8f42,9042.31,5874.1,35.04
7743d4f2-ac43-4e04-b9bb-4e5cca98136e,a8feeb1f-8043-4c08-9e9a-8933b3b4bfe7,16828.54,9577.97,43.08
9a98c1e5-3c61-42eb-8767-4d9e23c3b9bc,feb2ee04-259a-4b6f-802c-ac0fd68c1d81,19065.02,18077.76,5.18
642a063d-d24e-4891-bcc0-aa11cf523e94,137eb8d3-181e-40ac-a67f-06a6ca620791,5423.96,2005.51,63.02
35fd954c-5643-44ee-a09f-6b4c69713b65,2015afd3-8660-4c80-a797-afd71e5b2afb,6990.39,5314.17,23.98
6bd0d4cb-98b0-4930-8c83-1a270d1754e2,4b9cff02-40df-4bc5-b655-72915e5218b0,3019.49,1363.23,54.85
f155a91e-580d-4d23-8bed-3f9fe1d5618c,cc33575d-43c9-498b-85a8-8b7520f15a14,1334.07,855.52,35.87
ad2fb2bc-f2d2-4b80-9dfb-018b2ed8d6fe,a899caef-188b-45f4-8bb2-1eb2c7c54e26,18056.37,9795.54,45.75
c49ea29e-217a-4080-8ed2-0a0a70dda394,1ec1825d-1c03-444b-adea-1b94e40f6b0b,5612.61,3537.41,36.97
f4f33dc3-430c-4d37-8afa-6384b2a882a4,d4a24abe-adaa-4ac9-b103-a2139727b7d6,2865.16,1085.99,62.1
9a63f554-17be-42ee-9ccf-9f6b1a3cebdb,9e2c7fdf-4823-4150-8092-80aa1f7856cf,1131.11,532.78,52.9
505bfdef-bf09-4a40-bc08-361658589ede,1bde4a23-9f94-4012-8175-eebb1742edb8,1336.27,599.32,55.15
a9dde51d-2264-4927-abfb-4ba6b9c99e8e,040350ae-340a-4a83-9aa8-0ab8216c9ced,3083.25,2092.02,32.15
fdb033e5-cd76-40bb-9a5e-e679a02ce29b,985306b6-188b-4fee-ad71-d363391d0928,11470.15,4154.66,63.78
5312905d-4269-4d3c-b7ca-e4184e5e74d6,901cc8d2-8174-4601-907b-19ab90f13403,10582.2,6429.68,39.24
a04ae4d0-e6e0-40cf-b001-2539fb9c1188,40d81dcc-d2fa-4864-8343-84a35d4967f8,1791.99,1057.92,40.96
08e20295-3f6a-4deb-86b6-6a49b1e1f033,71f55a28-6faf-4b5e-a858-eadb95610be3,5124.92,2560.88,50.03
377c253c-09d2-495b-87de-aaface8a032f,ef4641fe-3c10-452b-b1a7-49566ff42ce4,8006.08,7777.52,2.85
52ca332e-c32b-4dcc-82e1-b75a1a11c5b8,89aab264-2695-45b7-bcf1-56a8e9506c74,3040.27,1793.69,41.0
83cf5860-58f9-44ac-b05d-0b111475895c,f0d39406-8a43-4f0d-b4de-d01de9c792ae,16964.15,7624.78,55.05
505fd667-c4c9-42d0-8c9a-208145db81f1,4c359f46-a401-4706-a526-7d90c6ff31c4,3785.74,2213.17,41.54
2018f655-9d79-4074-af34-35540409de82,26743e96-a7b0-4947-97bb-cf1723b524f2,6345.14,5661.5,10.77
abf0b234-d24f-436a-9e13-24e0d57df294,97e83b8a-8121-4a1b-a136-3f42a6a84be9,7533.22,2935.93,61.03
69edf2c5-0491-4cad-a63e-e2803f1c862f,8744fa1d-5b13-4496-9e67-881e0d32ab70,9884.68,6226.7,37.01
ee624187-39ee-4915-9049-b9ec14fcea44,1d39ac8e-aa97-4537-a190-287d1e53ba40,2955.79,2036.08,31.12
bf499e00-1aae-40a1-951d-affb0f160ad0,7ab54b1e-7f68-480c-b9ce-a695ab819163,10894.35,2995.64,72.5
64b327f0-9a3e-4c90-84d2-f0f52ee002be,8a55eafa-92dd-4320-9780-4517e6731f70,6026.66,4778.29,20.71
46f55fb2-fa13-4c64-b822-5ba1862b369e,9bf99d66-1fdf-4ac5-80fe-9d1e271d750d,11425.7,5399.17,52.75
392c2936-d7fe-4577-9675-fde16a74abeb,c53943b3-c6e7-4fcd-96b6-dc90a722c16c,12620.23,9904.53,21.52
852095fb-52a5-4bae-81af-98bfaffcc791,e52a65d2-3556-4f96-aef3-97cd7ffda820,3244.63,2742.85,15.46
3fd11a9f-ee83-4d01-8a87-fd66b1e000da,494be035-6997-456b-83d3-869acad48009,1959.97,1739.34,11.26
8f591bb0-3d77-4daf-ab99-2afefe46f727,7613cb9e-5df5-45d5-8289-51b474731443,20107.64,4713.77,76.56
4e9d4371-bf2e-4ab1-8735-0b17706afc17,53865875-9229-4c67-a8d8-4338d06de1bd,4713.09,2389.16,49.31
b3574700-7c00-406b-ba42-e0e211554aee,32158f27-44e2-48f2-ba41-ef853239d016,3851.29,1408.8,63.42
3bf0586d-51e2-4558-8862-9b58e8b4afc0,2255a82f-4d17-49c9-bdf8-4b4af0035cd2,2338.0,1273.9,45.51
0c60f2f8-5421-4313-a934-51d2da41e645,07c8056f-fabd-490c-8ef6-5f9b704b5e00,3263.5,1185.63,63.67
96625ed4-4fe2-4606-8d2a-5b64f1fc4c26,03aa5438-c47a-4970-ad43-35d23317fb0a,2038.95,955.12,53.16
e9851663-ff75-4574-9a7a-bbebba0be4dd,2a80bef1-6917-499a-90f3-efb19ef3db03,2066.38,1086.87,47.4
b065ca61-c214-4f1e-99b3-be1cbf0dbcd5,2f99926c-6635-479c-bcef-0a5162f18696,3174.91,1653.18,47.93
617e06a8-56fe-4245-91ae-1b73ec446ed2,7f6b2b3d-42ef-4d48-b3e5-5be36b49c740,9181.38,7051.05,23.2
e1cf9351-f95c-4eb4-9476-602f8c57c8cd,06996933-091a-4036-9011-75ffe74f928a,2948.08,2295.63,22.13
d740ecfb-d400-4ab0-9e2c-de8f7038bfad,d05c7c62-0579-4ef3-8091-c76e8f4d286d,12862.26,6292.06,51.08
f564cf60-85da-4633-9913-8f7383af8acf,2672dab4-4e17-448a-8bbc-225db5ca737c,20894.64,15042.84,28.01
e1d3b2a7-1789-4210-86b9-500d3984a179,5d2ca8a9-3dcd-4806-a6b2-6e244c8db083,1474.92,983.24,33.34
623e95a8-b1f4-467f-b03b-e52e7b53676f,9feba3b7-1106-427f-a726-27e9eaa8909e,9163.27,6191.69,32.43
19f7b604-cba9-40b3-ae71-9bbdd4afc14e,cbf19631-1498-41e6-bdbe-86c8b5f372ad,2603.04,2158.17,17.09
70897226-172d-49d8-95b5-d2a58dbd8edb,18a34f25-c74b-4694-8635-0e61cfd93023,4382.46,3038.27,30.67
71688a10-dc31-43c9-b72e-85295ddff284,8167e04a-7d21-434f-b42b-81d80e7ca10a,7022.32,3946.11,43.81
ffbdbf00-d7d7-4430-8540-cc82046811f4,3359b9fe-a706-40ec-a824-dec6cbaa6f5c,8281.06,6228.9,24.78
2afbda9f-518c-4e44-a75f-4b9a255b9fcb,e8352a5d-2178-4118-a79a-a6a184fa5d8e,2774.49,1192.47,57.02
abfa2083-35de-4b94-8c29-7a844c58e245,85ac0480-6eed-4d5e-947a-a46f387cac58,4275.88,5399.39,-26.28
5482c728-53e1-4950-a8f0-44c5609a79a2,a6a6817c-6206-4d84-8d4e-22d078f890b8,12308.23,9378.07,23.81
09c70373-27f4-4702-85d9-8259d2e6954b,9dfaa65a-096b-4a79-a923-1018012c7a8d,7310.85,2838.75,61.17
b93662af-efe0-4f3d-ace6-5f97bede386a,a00bbb82-c70d-4406-a311-deaa77c108bc,10834.1,12347.15,-13.97
c42eb680-7194-4fc9-ac25-b64ebfee3170,23c3310a-ebd5-4148-9af3-4d8e936d8fdd,7583.96,3472.19,54.22
977bd59a-c832-4f99-a7df-483b8d1306fb,58c2ab83-9718-4339-bb84-423f0ed2765b,13709.91,5977.3,56.4
b46e8f7d-1e77-4ce3-971e-7c94738a406b,c3b7ebd9-7e1d-4136-b9dc-a4bc8e409771,17133.92,5344.5,68.81
0e9616af-6bdb-4ca5-ae5b-3aab8b396807,87682285-bfa4-454c-896d-f77883032c6a,9979.88,4930.43,50.6
7a3f1c38-ca76-48a5-9164-14d775178be2,55ab041d-26f7-424f-8b81-fe3fd3989be5,27040.62,8101.15,70.04
fd0449f8-12bc-4945-b4aa-719f72338097,49d4cb78-2f46-4d5d-9958-40b29ed90384,1099.86,567.02,48.45
677631b5-24af-4d71-9738-930abe02a083,69768614-e516-42d3-bc05-0f88c7aeea59,4546.47,4191.0,7.82
0b7e154c-0d07-4cbc-809d-d902a59df3f1,29cd75a2-bbea-4d88-9582-c056bfb8e77d,10153.21,4020.87,60.4
3b90a7ba-ba35-4526-b4ed-455d4e60c617,7cc9e1da-bbd1-4c21-b304-9c10e3b90593,10408.62,13074.45,-25.61
afcefda7-2763-41bb-a305-795a180fa50f,93fcec2b-78d7-4f26-ac0d-32099e09b38f,9298.67,6907.46,25.72
a5da69bc-f149-4b82-8b2c-35f46915b336,4d526f4d-541b-48b2-935c-6b9a2ce7e10f,11754.24,7364.12,37.35
4fc9357b-0d15-4bbe-a0d3-811b12880612,d256ae81-75d8-46f7-8fbe-9c1eb0040444,19306.17,6743.26,65.07
fa446009-237e-474c-a4a9-6ec2cfaa97cf,f9bf620a-b6cc-477c-b7d7-aa1132de2f51,7466.29,2955.57,60.41
c69c2b2e-a7a7-47a5-ab46-a5e8974bca7b,6c9d033f-5a3d-423a-9b76-619c0f75e3ee,11028.9,8377.75,24.04
64ce2258-b4d9-46ad-be58-6c58cbbeb3c5,e66166f8-8167-4f3f-87da-3024a5f262d4,2345.16,2453.9,-4.64
022a9fbb-3e1f-4f57-ace8-5d7e1fd07e8d,85945a01-e448-4ed5-b441-adb790e9d141,4337.85,1402.67,67.66
cbad762f-094d-4214-b7a7-1350c31ec894,d80cb527-a0ef-4cc2-9997-e5fe2315b5b5,8077.39,4872.31,39.68
e31f7d64-c746-45d8-a542-a74454c8138e,d5716440-68dc-4a23-ad7d-6c0c46965228,21612.9,5619.61,74.0
a14a4cd5-b476-47fe-aa06-bb82b8cd527e,173a1ee0-0116-42ff-a439-29b8a4306e75,4236.46,2610.56,38.38
53d78575-41f0-415f-9b56-8499ddb5075b,dd2d02ca-25ee-4ded-a8ee-39a8a7c8fb3a,17479.66,9701.87,44.5
bdbd045b-2929-48ce-ad27-adc88a938159,2c0f9b20-3210-4f54-bb3f-6909751732c6,15053.83,9513.38,36.8
f3f50519-76d8-4f3c-9af7-2ce6be631c8b,f99cc4ee-932f-439f-adf9-313b58f3c2eb,2386.54,2023.58,15.21
fda8b8d0-775d-4bc1-89e7-b98507eedf9a,7e44f873-c652-4774-806b-dd3efdf8f8bb,12277.71,6162.12,49.81
21c12dc5-7dc6-491e-a4c4-9f2bf2ccf53a,fb7d97ce-2f89-493e-a213-4d76e35f91ef,12011.27,4734.12,60.59
165ae4a5-2563-449c-a55c-506c2ff3b57c,912a1b4b-ed14-402a-894a-e2ff13d91315,11569.63,8563.83,25.98
ca8bf2ec-74c9-4a4e-a298-daf55678110c,fefd7619-ce1e-4e7a-b11a-d299ccd45086,13427.85,12429.94,7.43
dda83f0a-36a4-47a7-92a5-0186612dbb4f,e02a4a90-afc9-40b6-bc19-f9c88ef05b67,5503.67,3063.83,44.33
fc8f3e5b-2766-4a02-92da-47df288df1a7,0de01375-c4f6-483a-9f0e-07f4ba54f42f,3965.19,2755.08,30.52
574df08a-ab28-4b1d-a79d-cb29a2888589,d6016886-3185-4441-ba9e-6487e1e87b35,11749.9,5611.21,52.24
7802c306-f910-45fd-9bb3-ab42ba4f9d98,aac4c1d5-154b-4482-ae26-b0f289725f0f,6178.38,2835.53,54.11
7dbd8d39-6596-43a8-ad0c-086adbed604e,a29c2e14-3aaa-483b-9632-bfd8b6825578,3998.02,4008.63,-0.27
286c78fa-9c5c-4034-88ec-a99b4df9312e,2ada2a6b-a8d2-4dc0-aaf8-380e4718d003,4800.76,2974.45,38.04
be4960ec-0a4e-4024-ad74-4ca6098a92f5,8f20cd4c-773f-4684-a772-71bba00d9485,3966.21,3253.22,17.98
0289adbe-4861-4926-9da6-0c4605672d75,f2afcc23-3d7d-484d-a9c0-26cdde32b290,15365.78,5073.08,66.98
59a9f01a-35e6-463f-bf5b-3865a1c2a05c,a14b6971-1a77-4c1a-981e-c523eaca9260,1885.57,1149.9,39.02
4e9d63cf-4f4a-4bf6-a32c-8724bb13f617,92d8ad77-4156-488a-9a05-5fe0854febea,10243.84,3181.56,68.94
51943688-97cb-41d0-bcd1-9985d664093f,d6538275-a722-4829-953f-abf712ae050c,2498.05,1547.04,38.07
90e76867-a10d-41a0-ae4a-4f467dc427b3,8b798a49-23cf-4cce-aeed-0566c6d452fa,1108.87,585.72,47.18
ef8ff724-dd29-4de1-a889-7fb168733f35,372d86de-2cbc-4e3f-ac19-2c8076ce84c9,1250.81,627.03,49.87
3194e33c-f5b9-430d-8da0-df5a4609a436,20135e46-9f1e-4e56-a748-059c7ee8e5e9,4177.03,2086.52,50.05
54c03e18-623d-469b-8c25-67584712d3a5,166d2741-c6f9-4b74-a4f1-2b5ab4d8073e,2158.79,1489.38,31.01
3a3a020f-651b-4473-a239-059385083dbd,2d63b15d-f8de-4fca-8f05-3e0cf786d6ce,15672.88,5539.7,64.65
b037e2ee-b7a0-47c0-be34-cc419f4f4905,17d522e2-ae70-415c-b198-605dfa47195a,15133.02,5921.19,60.87
bb68f22c-1f52-4fb6-a5e4-f55ab1d3d57e,87e4706b-9b26-42e9-997e-ae89e5a0f45b,4399.08,1327.88,69.81
3dd168db-e282-4885-97e0-b019ebfe445f,e0786f40-16d2-481c-9f35-f34c6d4daae1,5997.84,4636.14,22.7
a27c8d1b-abef-4042-955d-f101429a2c24,4fadf3be-5420-404b-a770-513d72a09cce,4052.78,4167.13,-2.82
e6f1227f-3e18-432d-abe9-944346948e24,58fea6d3-55b3-40d1-8320-0a9008acf9d8,2812.3,2803.99,0.3
ce912112-8c84-451b-a544-c24cfe203883,affc31f7-972c-41db-ab4b-1e9f7e7c7fe7,6259.32,3334.17,46.73
c1d0f47e-09d6-4054-bce3-18c392faa7bc,f4cff214-36b1-4a6f-8ab5-5f3736f1c063,25935.24,7486.69,71.13
751af897-77fd-4a77-8453-dace648e3b25,0a128724-0292-4752-9888-277d21514315,9637.69,4690.24,51.33
527045f1-c636-4712-9918-121fba9d711b,755aa08c-695e-417d-b9b9-0365d6cb8d15,10790.86,6551.06,39.29
111e5b3a-d2e8-4d4e-807d-6b4ccda7fd3b,3d505155-5e7c-4682-bba3-6ce10c0dea62,8727.37,8635.4,1.05
9259d3c7-0e7c-45fc-8bda-3f88ddf3b96f,51af5b57-1f58-436d-93ba-d096219c5111,13802.42,3421.56,75.21
dc45b25f-aa21-464c-a67d-719992e46815,8fe8605f-4f8d-45e7-b6cd-e6c618993708,9805.46,4400.09,55.13
2cbb532a-6a02-4d95-8958-4f6c453be946,a5041dd0-316b-4ee2-9b89-8b6a43f1653a,5230.96,5544.52,-5.99
180b6ddf-b142-4bed-8dd0-4be755d27cf9,ca5594bb-9246-46d5-b895-3befae5b5a8f,5822.7,6106.65,-4.88
39ca504a-e029-4d26-8062-33d4cff3fd53,7a77700f-2322-46bf-83d0-eabaf633fcdd,15388.1,10525.93,31.6
fce429a5-7196-49e9-ac51-224159f48532,38304fbd-9490-45c2-a33e-9bc6b36f225c,3804.59,2431.22,36.1
16e6146e-53b3-4e5d-95d6-9250f823447f,8ac1cea3-bc56-405e-9a2b-f4e09b3acedc,16040.07,3707.31,76.89
9244a509-5b46-41dd-9550-895fe120c1d6,28881ca1-3cdd-48ae-b5d2-7802c2871c83,4658.53,3333.77,28.44
2eb5722f-f634-4783-952e-f74821771964,39103b0b-550d-4f4d-a9fe-41fa31abbf16,4571.3,3316.98,27.44
354622d0-8af8-4532-ac33-b824072b00e0,57de25c0-ab41-4f50-85c7-05b71fac53fc,5193.06,2016.73,61.16
81c38543-5f9e-49ca-9eff-c3353f56f2ec,71205c13-34d8-4613-93bb-445a0c34fe78,15290.6,10913.28,28.63
43144fbe-695b-4f61-ae59-448e7635ffab,a78efdd8-7d83-40f7-a6e6-d334a2ee7da8,4636.82,4721.83,-1.83
a9c86724-39a8-4f2c-8610-dbda348c740f,b51368f6-6e70-4f96-8d1a-0f1d63787293,16657.59,10485.38,37.05
e6ab4297-ec1e-478a-876c-996db125823e,6739bd9f-cefc-48a3-91ae-e59f9a9fd843,9923.02,3651.47,63.2
